id,name,address,price,type1,type2,type3,type4,region,avg_price,simp_type,Districts,lon,lat
5677,Kousoku Genki Sushi,"Shop L6-3A, 6/F, apm Millennium City 5, 418 Kwun Tong Road, Kwun Tong",$51-$100,Japanese,Sushi/Sashimi,Takeaway,,Kwun Tong,75,Asian,Kwun Tong,114.2245933,22.312564
5678,Always Happy,"Shop C, G/F, 55 Hung To Road, Kwun Tong",Below $50,Hong Kong Style,Tea Restaurant,,,Kwun Tong,40,Hong Kong,Kwun Tong,114.2224706,22.3107585
5679,Hip Wo Bread and Cake,__________121______,Below $50,Hong Kong Style,Bakery,,,Kwun Tong,40,Hong Kong,Kwun Tong,114.2585357,22.3110378
5680,Life Break,"G/F, 17 Yee On Street, Kwun Tong",$101-$200,Italian,French,Western,Steak House,Kwun Tong,300,Western,Kwun Tong,114.2224772,22.3153566
5681,Food N' More,"Shop 6C & D, G/F, Blk.A, Hoi Luen Industrial Centre, 55 Hoi Yuen Road, Kwun Tong",$51-$100,Hong Kong Style,Korean,Thai,Noodles/Rice Noodles,Kwun Tong,75,Hong Kong,Kwun Tong,-79.4270102,37.7882855
5682,Wolve's Cafe Pub,"Shop A, 1/F, TG Place, 10 Shing Yip Street, Kwun Tong",$101-$200,Western,,,,Kwun Tong,300,Western,Kwun Tong,114.2260031,22.310668
5683,Sweet Memory,"Shop 2, G/F, Kwun Tong View, 410 Kwun Tong Road, Kwun Tong",Below $50,Hong Kong Style,Taiwanese Drink,Takeaway,,Kwun Tong,40,Hong Kong,Kwun Tong,114.2243016,22.3128705
5684,Sun Kam Yuen,"Shop 4, G/F., Century Centre, 46 Hung To Road, Kwun Tong",Below $50,Hong Kong Style,Tea Restaurant,,,Kwun Tong,40,Hong Kong,Kwun Tong,114.221193,22.311314
5685,Yeh Lam Kok Restaurant,"Shop A, 2/F, Champion Court, 11 Hong Ning Road, Kwun Tong",$51-$100,International,Western Restaurant,,,Kwun Tong,75,International,Kwun Tong,114.2236184,22.3143371
5686,Catnap,"Room 1021, 10/F, Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong",Below $50,Western,Bakery,Upper-floor Cafe,,Kwun Tong,40,Western,Kwun Tong,114.2271209,22.3100594
5687,Lung Mun Cafe,"G/F, Mut Wah Street, Kwun Tong",Below $50,Hong Kong Style,Bakery,Noodles/Rice Noodles,Tea Restaurant,Kwun Tong,40,Hong Kong,Kwun Tong,114.224928,22.3150906
5688,Hui Lau Shan,"Shop LG-5C, Level LG,  apm Millennium City 5, 418 Kwun Tong Road, Kwun Tong",Below $50,Hong Kong Style,Dessert,Sweet Soup,,Kwun Tong,40,Hong Kong,Kwun Tong,114.2245933,22.312564
5689,The Story Cafe and Bakery,"Shop B, G/F, COS Centre, 56 Tsun Yip Street, Kwun Tong",Below $50,Western,Bakery,Sandwich,Salad,Kwun Tong,40,Western,Kwun Tong,114.2226428,22.3113142
5690,ClubONE Kowloon East1,"2/F, Kwun Tong View, 410 Kwun Tong Road, Kwun Tong",$101-$200,Guangdong,Dim Sum,Dim Sum Restaurant,,Kwun Tong,300,Hong Kong,Kwun Tong,114.2243016,22.3128705
5691,Johnny Cafe,"G/F, Block A, Chung Mei Centre, Hing Yip Street, Kwun Tong",Below $50,Hong Kong Style,Tea Restaurant,,,Kwun Tong,40,Hong Kong,Kwun Tong,114.2255594,22.3088307
5692,Yoble,"YATA, LG/F, apm Millennium City 5, 418 Kwun Tong Road, Kwun Tong",Below $50,Western,Ice Cream/yogurt,,,Kwun Tong,40,Western,Kwun Tong,114.2245933,22.312564
5693,HOME cafe,"1/F, Christian Family Service Centre, 3 Tsui Ping Road, Kwun Tong",$51-$100,Hong Kong Style,Coffee Shop,Social Enterprise Restaurant,Private Party,Kwun Tong,75,Hong Kong,Kwun Tong,114.2289021,22.3117435
5694,PUTIEN,"Shop 214, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Fujian,Seafood,Fine Dried Seafood,Stir-Fry,Diamond Hill,300,Chinese,Wong Tai Sin,114.2025004,22.341075
5695,DONDONYA SHOKUDO,"Shop 371, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Japanese,Curry,Udon,Food Wise Eateries,Diamond Hill,75,Asian,Wong Tai Sin,114.2025004,22.341075
5696,Chi Lin Vegetarian-,"Long Men Lou, Nan Lian Garden, 60 Fung Tak Road,, Diamond Hill",$101-$200,Guangdong,Vegetarian,Family Style Dining,,Diamond Hill,300,Hong Kong,Wong Tai Sin,114.205337,22.3391646
5697,Nichigyu Shabu Shabu & Sukiyaki Restaurant,"Shop 311A, Level 3, Plaza Hollywood, Diamond Hill",$101-$200,Japanese,Hot Pot,Buffet,,Diamond Hill,300,Asian,Wong Tai Sin,114.2010908,22.3411805
5698,Xiao Wang Beef Noodle,"Shop 373, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Taiwan,Noodles/Rice Noodles,,,Diamond Hill,75,Chinese,Wong Tai Sin,114.2025004,22.341075
5699,Xia Mian Guan,________________1__173A____,$51-$100,Shanghai,Noodles/Rice Noodles,Stir-Fry,,Diamond Hill,75,Chinese,Wong Tai Sin,114.1788262,22.3339962
5700,McDonald's,"Shop 216-271, Hollywood Plaza,, Diamond Hill",Below $50,American,Hamburger,Fast Food,,Diamond Hill,40,Western,Wong Tai Sin,114.2022955,22.340722
5701,Godiva Chocolatier,"FT 237, L2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill, Kowloon, Diamond Hill",$51-$100,Western,Chocolate/Candy Shop,,,Diamond Hill,75,Western,Wong Tai Sin,114.2010908,22.3411805
5702,Food Republic,"3/F, Plaza Hollywood, Diamond Hill",$51-$100,International,Food Court,,,Diamond Hill,75,International,Wong Tai Sin,114.2022955,22.340722
5703,Kintan Japanese BBQ Restaurant,"Shop 311B, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Japanese,Roast Meat,All-you-can-eat,,Diamond Hill,300,Asian,Wong Tai Sin,114.2025004,22.341075
5704,Starbucks Coffee,"Shop 298, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,American,Salad,Coffee Shop,Casual Drink,Diamond Hill,40,Western,Wong Tai Sin,114.2025004,22.341075
5705,Modern China Restaurant,"Shop 312A, Level 3, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Jingchuanhu,Chinese Buns,Stir-Fry,Group Dining,Diamond Hill,300,Chinese,Wong Tai Sin,114.2025004,22.341075
5706,Viet's Choice,"Shop 232, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Vietnamese,Noodles/Rice Noodles,,,Diamond Hill,75,Asian,Wong Tai Sin,114.2025004,22.341075
5707,Pepper Lunch,____________3____________3__,$51-$100,Japanese,Teppanyaki,,,Diamond Hill,75,Asian,Wong Tai Sin,114.1180588,22.3520038
5708,Antoshimo Cafe & Bakery,"Shop 182, 1/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Japanese,Bakery,Coffee Shop,,Diamond Hill,40,Asian,Wong Tai Sin,114.2025004,22.341075
5709,BAR,"Shop 402, 3/F., Hollywood Plaza, 3 Lung Poon Street, Diamond Hill",$51-$100,Japanese,Meatless Menu,Yoshoku,,Diamond Hill,75,Asian,Wong Tai Sin,114.2025004,22.341075
5710,Kee Wah,"Shop 226, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Hong Kong Style,Bakery,Chinese Cake,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2025004,22.341075
5711,H agen-DazsH agen-Dazs,"Shop 183, Level 1, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Western,Ice Cream/yogurt,,,Diamond Hill,75,Western,Wong Tai Sin,114.2025004,22.341075
5712,Sapporo Ramen Miso No.1 x Karami CurryMiso No.1 x,"Shop 325, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Japanese,Ramen,Curry,Yoshoku,Diamond Hill,300,Asian,Wong Tai Sin,114.2025004,22.341075
5713,Toast Box,"Shop 282, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Singaporean,Bakery,Coffee Shop,,Diamond Hill,75,Asian,Wong Tai Sin,114.2025004,22.341075
5714,Yummy Delight,"Shop 326-327, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Japanese,Udon,,,Diamond Hill,75,Asian,Wong Tai Sin,114.2025004,22.341075
5715,Sushi Take Out,"Shop 10, Diamond Hill MTR Station, Diamond Hill",Below $50,Japanese,Sushi/Sashimi,,,Diamond Hill,40,Asian,Wong Tai Sin,114.2010908,22.3411805
5716,Genki Sushi,"Shop 234, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Japanese,Sushi/Sashimi,Sushi Bar,,Diamond Hill,300,Asian,Wong Tai Sin,114.2025004,22.341075
5717,Xpress Teppanyaki,"3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Japanese,Teppanyaki,,,Diamond Hill,75,Asian,Wong Tai Sin,114.2022955,22.340722
5718,Marks & Spencer Plaza - Food Department Marks & Spencer -,"Unit 101, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Western,International,Wine/Cigar,Vegetarian,Diamond Hill,75,Western,Wong Tai Sin,114.2022955,22.340722
5719,Wing Wah,"Shop 307, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Hong Kong Style,Bakery,Chinese Cake,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2025004,22.341075
5720,Federal Banquet,"Shop 306, Level 3, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Guangdong,Dim Sum,Chinese Buns,Stir-Fry,Diamond Hill,300,Hong Kong,Wong Tai Sin,114.2025004,22.341075
5721,Hui Lau Shan,"3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Hong Kong Style,Dessert,Sweet Soup,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2022955,22.340722
5722,Maxim's Cake Shop,"Kiosk DIHI, Diamond Hill MTR Station, Diamond Hill",Below $50,Hong Kong Style,Bakery,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5723,McCafe,____________________216-217____,Below $50,American,Bakery,Coffee Shop,,Diamond Hill,40,Western,Wong Tai Sin,114.1827058,22.2783084
5724,Pier 88,"Shop 203, 2-3/F., Fung Tak Shopping Centre, Fung Tak Estate, Diamond Hill",$101-$200,Guangdong,Hot Pot,Seafood,Dim Sum,Diamond Hill,300,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5725,Tong Kee Bao Dim,"Shop 323, 3/F, Plaza Hollywood, Diamond Hill",Below $50,Hong Kong Style,Dim Sum,Chinese Buns,Takeaway,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5726,Gourmet Place,"38/F,Club Aria, Aria, 51 Fung Shing Street,Ngau Chi Wan, Diamond Hill",$101-$200,International,Club House,,,Diamond Hill,300,International,Wong Tai Sin,114.2010908,22.3411805
5727,Hung Fook Tong,"Shop 9, Diamond Hill MTR Station, Diamond Hill",Below $50,Guangdong,Herbal Tea,Herbal Cuisine,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5728,McDonald's,"Shop 202, Fung Tak Shopping Centre, Fung Tak Estat, Diamond Hill",Below $50,American,Hamburger,Fast Food,,Diamond Hill,40,Western,Wong Tai Sin,114.2010908,22.3411805
5729,Cafe MED,"Shop 101A, 1/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Western,Western Restaurant,,,Diamond Hill,75,Western,Wong Tai Sin,114.2025004,22.341075
5730,Hsin Kwong Restaurant,"Shop 201, Lung Poon Court Commerical Complex, Diamond Hill",$101-$200,Guangdong,Dim Sum,Dim Sum Restaurant,,Diamond Hill,300,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5731,Arome Bakery,"Shop 318, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Western,Bakery,,,Diamond Hill,40,Western,Wong Tai Sin,114.2025004,22.341075
5732,Lam Yuen Restaurant,"1A, G/F, Fu Lai House, Fushan Estate, Diamond Hill",Below $50,Hong Kong Style,Western Restaurant,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5733,Pizza Hut,"Shop 321, Level 3, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Italian,Pizza,Takeaway,Western Restaurant,Diamond Hill,300,Western,Wong Tai Sin,114.2025004,22.341075
5734,Heichinrou,"Shop 208, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Guangdong,Seafood,Fine Dried Seafood,Dim Sum,Diamond Hill,300,Hong Kong,Wong Tai Sin,114.2025004,22.341075
5735,Saint Honore Cake Shop,"Shop 15, Diamond Hill MTR Station, Diamond Hill",Below $50,Hong Kong Style,Bakery,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5736,Hsin Kuang Roast Food Restaurant,"Shop 103, Lung Poon Court Commercial Centre, Diamond Hill",Below $50,Hong Kong Style,Tea Restaurant,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5737,Hoixe Cake Shop,"Shop 207, Fung Tak Shopping Centre, Fung Tak Estate, Diamond Hill",Below $50,Hong Kong Style,Bakery,Takeaway,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5738,Super Super Congee & Noodle,"Shop 204C, Fuk Tai Shopping Centre, Fuk Tai Estate, Diamond Hill",Below $50,Hong Kong Style,Noodles/Rice Noodles,Congee,Fast Food,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5739,Cafde Coral,"Shop 204, Fung Tak Centre, Fung Tak Est, Diamond Hill",Below $50,Hong Kong Style,Meatless Menu,Fast Food,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5740,T.T.T,"Shop A6,G/F,Grand View Garden,185 Hammer Hill Road, Diamond Hill",Below $50,Hong Kong Style,Food Stall Noodles,Snack Shop & Deli,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.207605,22.341971
5741,Fusion RiceBOWL,____________3____________3________________,Below $50,Japanese,Food Court,,,Diamond Hill,40,Asian,Wong Tai Sin,114.1180588,22.3520038
5742,Fairwood,"Shop Nos. L206, L207 and L208, LG2/F, Fu Yan House, Fu Shan Estate, Diamond Hill",Below $50,Hong Kong Style,Fast Food,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5743,Noodle Expert,"3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Guangdong,Congee,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2022955,22.340722
5744,First Edible Nest,"Shop 320, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$101-$200,Guangdong,Dessert,Fine Dried Seafood,,Diamond Hill,300,Hong Kong,Wong Tai Sin,114.2025004,22.341075
5745,Cheers,"Shop 337A, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$401-$800,Western,Wine/Cigar,,,Diamond Hill,600,Western,Wong Tai Sin,114.2025004,22.341075
5746,I Ban Janpanese Food,"3/F, Food Republic, Plaza Hollywood, Diamond Hill",Below $50,Japanese,,,,Diamond Hill,40,Asian,Wong Tai Sin,114.2010908,22.3411805
5747,Planet Popcorn,"Shop D, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Taiwan,Snack Shop & Deli,,,Diamond Hill,75,Chinese,Wong Tai Sin,114.2025004,22.341075
5748,Yee Hing Restaurant,"Shop 1B, Fu Lai House, Fu Shan Estate, Diamond Hill",Below $50,Hong Kong Style,Tea Restaurant,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5749,Aji Ichiban,"Shop 344, Level 3, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Hong Kong Style,Snack Shop & Deli,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2025004,22.341075
5750,Lo Hong Ka,"Shop 302A, Level 3, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill, Diamond Hill",$51-$100,Guangdong,Dessert,,,Diamond Hill,75,Hong Kong,Wong Tai Sin,114.2010908,22.3411805
5751,Hong Kong Cuisine,"3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Below $50,Hong Kong Style,Food Court,,,Diamond Hill,40,Hong Kong,Wong Tai Sin,114.2022955,22.340722
5752,Fu Wah Restaurant,______________________,$101-$200,Hong Kong Style,Dim Sum Restaurant,,,Diamond Hill,300,Hong Kong,Wong Tai Sin,114.109497,22.396428
5753,misocool,"Shop 288, 2/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",$51-$100,Japanese,Ramen,Wonton/Dumpling,,Diamond Hill,75,Asian,Wong Tai Sin,114.2025004,22.341075
5754,Wa Shou Yakiniku,"Shop 3, G/F, Tak Wai Building, 23-27 Cheong Lok Street, Jordan",$201-$400,Japanese,Roast Meat,Skewer,Skewer,Jordan,150,Asian,Yau Tsim Mong,114.1724199,22.3067241
5755,Australia Dairy Company,"G/F, 47-49 Parkes Street, Jordan",Below $50,Hong Kong Style,Dessert,Tea Restaurant,,Jordan,40,Hong Kong,Yau Tsim Mong,114.1705922,22.3045836
5756,Chuan Shao,"G/F., 17 Man Ying Street Ferry Point, Jordan",$101-$200,Sichuan,Japanese,Skewer,Snack Shop & Deli,Jordan,300,Chinese,Yau Tsim Mong,114.166513,22.3071952
5757,Jang Dok Korean Restaurant,"G/F, 53 Pilkem Street, Jordan",$101-$200,Korean,,,,Jordan,300,Asian,Yau Tsim Mong,114.1709701,22.3047085
5758,Tatsujin Ramen,"Shop 4, G/F, Haven Mansion, 108 Woo Sung Street, Jordan",$51-$100,Japanese,Ramen,,,Jordan,75,Asian,Yau Tsim Mong,114.1896333,22.3129843
5759,Studio Caffeine,"G/F., 284 Temple Street, Jordan",$51-$100,Western,All Day Breakfast,Salad,Coffee Shop,Jordan,75,Western,Yau Tsim Mong,114.169822,22.3039309
5760,Dimpal Fusion & Pizza House,"Shop 2,G/F, Po Fat Building, 283 Temple Street,, Jordan",$101-$200,International,Pizza,Western Restaurant,,Jordan,300,International,Yau Tsim Mong,114.1697258,22.3034396
5761,Daixijia Japanese Cusine,"10/F, Chuang's London, 219 Nathan Road, Jordan",$101-$200,Japanese,All-you-can-eat,,,Jordan,300,Asian,Yau Tsim Mong,114.1715145,22.303484
5762,Mala's Fusion Cuisine,"Shop 3, G/F, Po Fat Building, 273-275 Temple Street, Jordan",$101-$200,International,Pizza,Western Restaurant,,Jordan,300,International,Yau Tsim Mong,114.1695618,22.3036024
5763,Kum Lo Hotpot,"Shop 41&43, G/F, Man Cheong Building, 25-47 Man Cheong Street, Jordan",$101-$200,Hong Kong Style,Hot Pot,Sushi/Sashimi,,Jordan,300,Hong Kong,Yau Tsim Mong,144.9415999,-37.5978398
5764,Sense dessert Cafe Sense Dessert Cafe,"Shop 6-8, Wah Chi Building, 286-294 Temple Street, Jordan",Below $50,Western,Dessert,Ice Cream/yogurt,Coffee Shop,Jordan,40,Western,Yau Tsim Mong,114.169823,22.3037443
5765,Kuc Space,"2 Jordan Road, Jordan",Below $50,Western,Coffee Shop,,,Jordan,40,Western,Yau Tsim Mong,114.1729846,22.3058291
5766,Hoi Yin House,"2/F, JD Mall, 233 Nathan Road, Jordan",$101-$200,Guangdong,Hot Pot,Seafood,Dim Sum,Jordan,300,Hong Kong,Yau Tsim Mong,114.1713509,22.304906
5767,Seansin Seafood Hotpot Experts,"1/F Gofuku Tower,62-64 Woosung Street,Jordan, Jordan",$201-$400,Hong Kong Style,Hot Pot,Seafood,Sushi/Sashimi,Jordan,150,Hong Kong,Yau Tsim Mong,114.1707076,22.3069841
5768,Haru Haru,"Shop A2-A3, Pak Tat Mansion, 6C Nanking Street, Jordan",$51-$100,Korean,,,,Jordan,75,Asian,Yau Tsim Mong,114.171007,22.306064
5769,Mak Man Kee Noodle Shop,"G/F, 51 Parkes Street, Jordan",Below $50,Hong Kong Style,Noodles/Rice Noodles,,,Jordan,40,Hong Kong,Yau Tsim Mong,114.1704399,22.304682
5770,Kuma Ramen,"G/F, 8 Parkes Street, Jordan",$51-$100,Japanese,Ramen,Izakaya,,Jordan,75,Asian,Yau Tsim Mong,114.1708293,22.3034727
5771,Tim Kee French Sandwiches,"Shop A, G/F, Man Yiu Building, 30 Man Yuen Street, Jordan",Below $50,Vietnamese,Takeaway,Snack Shop & Deli,,Jordan,40,Asian,Yau Tsim Mong,114.1661018,22.3076515
5772,McQ,"Shop 6, Keybond Commercial Building, 38 Ferry Street, Jordan",Below $50,Hong Kong Style,Snack Shop & Deli,,,Jordan,40,Hong Kong,Yau Tsim Mong,114.1676915,22.3077409
5773,Das Bier,"Shop A_,16 Man Yuen Street, Jordan",$101-$200,German,Bar,,,Jordan,300,Western,Yau Tsim Mong,114.1666806,22.3075048
5774,Sen Hotpot Restaurant,"1/F, Liberty Mansion, 26E Jordan Road, Jordan",$201-$400,Guangdong,Hot Pot,Stir-Fry,,Jordan,150,Hong Kong,Yau Tsim Mong,114.1698016,22.3050035
5775,Haruka Japanese Restaurant,"Shop C, 1 Tak Hing Street, Jordan",$101-$200,Japanese,Sushi/Sashimi,Skewer,Izakaya,Jordan,300,Asian,Yau Tsim Mong,114.1723025,22.3040687
5776,Six Noodle 6,"Shop F, 9 Parkes Mansion, 1-11 Parkes Street, Jordan",Below $50,Guangdong,Noodles/Rice Noodles,Wonton/Dumpling,,Jordan,40,Hong Kong,Yau Tsim Mong,114.1705595,22.303635
5777,Xin Dau Ji,"G/F & 1/F,18 Cheung Lok Street, Jordan",$201-$400,Guangdong,Chinese BBQ,Stir-Fry,,Jordan,150,Hong Kong,Yau Tsim Mong,12.0807203,50.8850706
5778,Hello Kitty,"Shop A-C, G/F, Lee Loy Mansion, 332-338 Canton Road, Jordan",$101-$200,Guangdong,,,,Jordan,300,Hong Kong,Yau Tsim Mong,114.1683125,22.3039054
5779,Vuong's French Sandwich,"Shop B4, G/F, 1 Tak Hing Street, Jordan",$51-$100,Vietnamese,Taiwanese Drink,Hamburger,Takeaway,Jordan,75,Asian,Yau Tsim Mong,114.1721809,22.3039766
5780,Giant Seafood Hot Pot,"12/F, Chuang's London Plaza, 219 Nathan Road, Jordan",$101-$200,Chiu Chow,Hot Pot,,,Jordan,300,Chinese,Yau Tsim Mong,114.1715145,22.303484
5781,Lo Chiu Vietnamese Restaurant,"G/F, 25-27 Man Yuen Street, Jordan",$51-$100,Vietnamese,,,,Jordan,75,Asian,Yau Tsim Mong,114.1657413,22.3075016
5782,Red Chimneys Restaurant,"2/F, Prudential Hotel, 222 Nathan Road, Jordan",$201-$400,Western,Buffet,Western Restaurant,Hotel Restaurant,Jordan,150,Western,Yau Tsim Mong,114.1719789,22.3043345
5783,Yau Yuen Siu Tsui,"G/F, 36 Man Yuen Street, Jordan",$51-$100,Shanxi (Shan),Noodles/Rice Noodles,Wonton/Dumpling,Snack Shop & Deli,Jordan,75,Chinese,Yau Tsim Mong,114.1658607,22.3077184
5784,Amour Cafe,"G/F, Shop 1L, Nanking Street, Jordan",$51-$100,Italian,Coffee Shop,Casual Drink,,Jordan,75,Western,Yau Tsim Mong,114.1703397,22.305975
5785,Yours Bistro,"G/F, 5 Kwun Chung Street, Jordan",$101-$200,French,Western Restaurant,,,Jordan,300,Western,Yau Tsim Mong,114.168426,22.303364
5786,Sweet & Love Desserts,"G/F, 38 Man Yuen Street, Jordan",Below $50,Western,Dessert,,,Jordan,40,Western,Yau Tsim Mong,114.1657803,22.3077407
5787,Yuen Hing Restaurant,"G/F, 63 Reclamation Street, Jordan",$101-$200,Hong Kong Style,Chinese BBQ,Stir-Fry,,Jordan,300,Hong Kong,Yau Tsim Mong,114.1694608,22.308047
5788,Great Perfection Vegetarian Food,"2/F, Wing Kwok Centre, 182 Woosung Street, Jordan",$51-$100,Guangdong,Hong Kong Style,Taiwanese Drink,Vegetarian,Jordan,75,Hong Kong,Yau Tsim Mong,114.1701359,22.3039005
5789,Spices Island Mixed Fusion Food,"Shop 6, G/F, Po Fat Building, 273-285 Temple Street, Jordan",$101-$200,International,BBQ,Curry,,Jordan,300,International,Yau Tsim Mong,114.169558,22.303644
5790,Beef King Seafood Restaurant,"G/F, Wai Ching Mansion, 56-68 Wai Ching Street, Jordan",$201-$400,Hong Kong Style,Sichuan,Hot Pot,Seafood,Jordan,150,Hong Kong,Yau Tsim Mong,114.1677279,22.307236
5791,Hokkaido Bishamon Zero,"Shop 2, Basement, Ramen Champion, Prudential Centre, 222 Nathan Road, Jordan",$51-$100,Japanese,Ramen,Seafood,,Jordan,75,Asian,Yau Tsim Mong,114.1719789,22.3043345
5792,Tak Gor Hot Pot Expert,"Shop A, G/F, Wah Chi Mansion, 286-298 Temple Street, Jordan",$201-$400,Guangdong,Japanese,Hot Pot,Seafood,Jordan,150,Hong Kong,Yau Tsim Mong,114.1698209,22.303786
5793,Seng Seng Korean CuisinePho Cha,"G/F, Man Ying Building, 18 Man Ying Street, Jordan",$101-$200,Korean,BBQ,Korean Fried Chicken,,Jordan,300,Asian,Yau Tsim Mong,114.166783,22.3072789
5794,Thai Buffet,"7/F, Sino Cheer Plaza, 66 Parkes Street, Jordan",$101-$200,Thai,Japanese,All-you-can-eat,,Jordan,300,Asian,Yau Tsim Mong,114.170585,22.3051746
5795,Royal Dessert,"G/F, 23 Man Wai Street, Jordan",Below $50,Hong Kong Style,Dessert,,,Jordan,40,Hong Kong,Yau Tsim Mong,114.166885,22.3075802
5796,Yee Shun Dairy Company,"63 Pilkem St,, Jordan",Below $50,Hong Kong Style,Dessert,Sweet Soup,Tea Restaurant,Jordan,40,Hong Kong,Yau Tsim Mong,114.1709882,22.3048722
5797,Kyoichi Ramen,"28 Cheong Lok Street, Jordan",$51-$100,Japanese,Ramen,,,Jordan,75,Asian,Yau Tsim Mong,114.1725525,22.3066083
5798,Chung Kee Dessert,"G/F, 23 Parkes Street, Jordan",Below $50,Hong Kong Style,Dessert,Sweet Soup,,Jordan,40,Hong Kong,Yau Tsim Mong,114.1705282,22.3038404
5799,Dimdimsum Dimsum Specialty Store,"G/F, Man Wah Building, 23 Man Ying Street, Jordan",$51-$100,Guangdong,Dim Sum,,,Jordan,75,Hong Kong,Yau Tsim Mong,114.166692,22.306946
5800,Dragonville Sichuan Restaurant,"2/F, Liberty Mansion, 26E, Jordan Road, Jordan",$201-$400,Sichuan,Hot Pot,Hot Chili Oil,Chicken Hot Pot,Jordan,150,Chinese,Yau Tsim Mong,114.1698016,22.3050035
5801,MUSO,"Shop 5, Basement, Ramen Champion, Prudential Centre, 222 Nathan Road, Jordan",Below $50,Japanese,Ramen,,,Jordan,40,Asian,Yau Tsim Mong,114.1719789,22.3043345
